BaselineCommit,Source,Line,MissedInstructions,CoveredInstructionsOnLine,Disposition,Risk,Rationale
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,71,1,0,platform-lab,medium,"Unsupported OS, unavailable special folder, root reparse/failure summary branch. Existing RuntimeSafety and CoverageEdges fixtures cover preflight rejection; broader actual-root/OS lab variants remain open."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,76,2,0,platform-lab,medium,"Unsupported OS, unavailable special folder, root reparse/failure summary branch. Existing RuntimeSafety and CoverageEdges fixtures cover preflight rejection; broader actual-root/OS lab variants remain open."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,132,1,2,existing-subprocess,high,RuntimeSafety.Tests.ps1 fresh-process Y/N confirmation verifies decline and no nested prompts; parent coverage cannot observe child execution.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,142,2,0,new-regression,high,"TempFailureBranches.Tests.ps1 injects a different real root identity, tests continuing/Stop errors, preservation and closed plan handles; not physical root-race acceptance."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,145,1,0,new-regression,high,"TempFailureBranches.Tests.ps1 injects a different real root identity, tests continuing/Stop errors, preservation and closed plan handles; not physical root-race acceptance."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,146,1,0,new-regression,high,"TempFailureBranches.Tests.ps1 injects a different real root identity, tests continuing/Stop errors, preservation and closed plan handles; not physical root-race acceptance."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,147,1,0,new-regression,high,"TempFailureBranches.Tests.ps1 injects a different real root identity, tests continuing/Stop errors, preservation and closed plan handles; not physical root-race acceptance."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,148,2,0,new-regression,high,"TempFailureBranches.Tests.ps1 injects a different real root identity, tests continuing/Stop errors, preservation and closed plan handles; not physical root-race acceptance."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,149,1,0,new-regression,high,"TempFailureBranches.Tests.ps1 injects a different real root identity, tests continuing/Stop errors, preservation and closed plan handles; not physical root-race acceptance."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,150,1,0,new-regression,high,"TempFailureBranches.Tests.ps1 injects a different real root identity, tests continuing/Stop errors, preservation and closed plan handles; not physical root-race acceptance."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,151,1,0,new-regression,high,"TempFailureBranches.Tests.ps1 injects a different real root identity, tests continuing/Stop errors, preservation and closed plan handles; not physical root-race acceptance."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,152,1,0,new-regression,high,"TempFailureBranches.Tests.ps1 injects a different real root identity, tests continuing/Stop errors, preservation and closed plan handles; not physical root-race acceptance."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,191,1,0,defensive-lab,high,File disappears between Get-Item and Refresh; adjacent disappearance boundaries are covered by TempCandidateSafety.Tests.ps1. Exact timing remains TC-004 concurrency acceptance.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,192,1,0,defensive-lab,high,File disappears between Get-Item and Refresh; adjacent disappearance boundaries are covered by TempCandidateSafety.Tests.ps1. Exact timing remains TC-004 concurrency acceptance.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,203,1,0,new-regression,high,"TempFailureBranches.Tests.ps1 changes last-write time after actual planning; skips candidate, removes old sibling and preserves both ancestors."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,204,1,0,new-regression,high,"TempFailureBranches.Tests.ps1 changes last-write time after actual planning; skips candidate, removes old sibling and preserves both ancestors."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,218,1,3,existing-contract,high,CleanupBehavior.Tests.ps1 locked writer/file failure verifies stable error contract; native-code category alternatives remain Windows access/lock lab cases.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,231,1,0,defensive-lab,high,Conservative post-delete path-exists reconciliation for delete-pending/recreated names. Never claims success while path exists; kernel sharing and scheduling require TC-004 labs.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,232,2,0,defensive-lab,high,Conservative post-delete path-exists reconciliation for delete-pending/recreated names. Never claims success while path exists; kernel sharing and scheduling require TC-004 labs.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,233,2,0,defensive-lab,high,Conservative post-delete path-exists reconciliation for delete-pending/recreated names. Never claims success while path exists; kernel sharing and scheduling require TC-004 labs.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,234,1,0,defensive-lab,high,Conservative post-delete path-exists reconciliation for delete-pending/recreated names. Never claims success while path exists; kernel sharing and scheduling require TC-004 labs.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,235,1,0,defensive-lab,high,Conservative post-delete path-exists reconciliation for delete-pending/recreated names. Never claims success while path exists; kernel sharing and scheduling require TC-004 labs.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,236,1,0,defensive-lab,high,Conservative post-delete path-exists reconciliation for delete-pending/recreated names. Never claims success while path exists; kernel sharing and scheduling require TC-004 labs.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,264,1,0,defensive-lab,high,Retained planned-directory handles prevent ordinary replacement; type/reparse/identity guards remain defense against adversarial changes. TC-004 labs; existing IdentitySafety and CleanupBehavior fixtures.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,265,1,0,defensive-lab,high,Retained planned-directory handles prevent ordinary replacement; type/reparse/identity guards remain defense against adversarial changes. TC-004 labs; existing IdentitySafety and CleanupBehavior fixtures.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,273,1,0,defensive-only,medium,Production pruning plans require retained handles; missing-handle fallback is not reached by supported planner. Do not construct an impossible plan just to execute fallback deletion.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,277,1,0,defensive-lab,high,Retained planned-directory handles prevent ordinary replacement; type/reparse/identity guards remain defense against adversarial changes. TC-004 labs; existing IdentitySafety and CleanupBehavior fixtures.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,278,1,0,defensive-lab,high,Retained planned-directory handles prevent ordinary replacement; type/reparse/identity guards remain defense against adversarial changes. TC-004 labs; existing IdentitySafety and CleanupBehavior fixtures.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,289,1,0,new-regression,high,"TempFailureBranches.Tests.ps1 injects pruning access and I-O failures after actual file removal; verifies categories, counts, ancestors and Stop handle cleanup."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,290,3,0,new-regression,high,"TempFailureBranches.Tests.ps1 injects pruning access and I-O failures after actual file removal; verifies categories, counts, ancestors and Stop handle cleanup."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,291,2,0,defensive-lab,high,Missing planned directory is normally prevented by retained handles; disappearance/race variants remain TC-004. New pruning tests cover access/I-O failures and ancestor disqualification.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,292,1,0,defensive-lab,high,Missing planned directory is normally prevented by retained handles; disappearance/race variants remain TC-004. New pruning tests cover access/I-O failures and ancestor disqualification.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,293,1,0,defensive-lab,high,Missing planned directory is normally prevented by retained handles; disappearance/race variants remain TC-004. New pruning tests cover access/I-O failures and ancestor disqualification.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,295,1,0,new-regression,high,"TempFailureBranches.Tests.ps1 injects pruning access and I-O failures after actual file removal; verifies categories, counts, ancestors and Stop handle cleanup."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,296,2,0,new-regression,high,"TempFailureBranches.Tests.ps1 injects pruning access and I-O failures after actual file removal; verifies categories, counts, ancestors and Stop handle cleanup."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,297,4,0,new-regression,high,"TempFailureBranches.Tests.ps1 injects pruning access and I-O failures after actual file removal; verifies categories, counts, ancestors and Stop handle cleanup."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,298,1,0,new-regression,high,"TempFailureBranches.Tests.ps1 injects pruning access and I-O failures after actual file removal; verifies categories, counts, ancestors and Stop handle cleanup."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,299,1,0,new-regression,high,"TempFailureBranches.Tests.ps1 injects pruning access and I-O failures after actual file removal; verifies categories, counts, ancestors and Stop handle cleanup."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,301,1,0,new-regression,high,"TempFailureBranches.Tests.ps1 injects pruning access and I-O failures after actual file removal; verifies categories, counts, ancestors and Stop handle cleanup."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,310,1,0,defensive-lab,high,Conservative post-delete path-exists reconciliation for delete-pending/recreated names. Never claims success while path exists; kernel sharing and scheduling require TC-004 labs.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,311,2,0,defensive-lab,high,Conservative post-delete path-exists reconciliation for delete-pending/recreated names. Never claims success while path exists; kernel sharing and scheduling require TC-004 labs.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,312,2,0,defensive-lab,high,Conservative post-delete path-exists reconciliation for delete-pending/recreated names. Never claims success while path exists; kernel sharing and scheduling require TC-004 labs.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,313,1,0,defensive-lab,high,Conservative post-delete path-exists reconciliation for delete-pending/recreated names. Never claims success while path exists; kernel sharing and scheduling require TC-004 labs.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,314,1,0,defensive-lab,high,Conservative post-delete path-exists reconciliation for delete-pending/recreated names. Never claims success while path exists; kernel sharing and scheduling require TC-004 labs.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Clear-WindowsTemp.ps1,315,1,0,defensive-lab,high,Conservative post-delete path-exists reconciliation for delete-pending/recreated names. Never claims success while path exists; kernel sharing and scheduling require TC-004 labs.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Get-StaleUserProfile.ps1,58,1,0,platform-lab,low,Non-Windows guard; Windows is the supported inventory contract.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Get-StaleUserProfile.ps1,59,1,0,platform-lab,low,Non-Windows guard; Windows is the supported inventory contract.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Get-StaleUserProfile.ps1,60,1,0,platform-lab,low,Non-Windows guard; Windows is the supported inventory contract.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Get-StaleUserProfile.ps1,70,1,0,new-regression,high,"ProfileFailureBranches.Tests.ps1 covers CIM errors/Stop, blank path with unknown date and invalid SID, and file-valued profile sizing/Stop."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Get-StaleUserProfile.ps1,71,1,0,new-regression,high,"ProfileFailureBranches.Tests.ps1 covers CIM errors/Stop, blank path with unknown date and invalid SID, and file-valued profile sizing/Stop."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Get-StaleUserProfile.ps1,80,1,4,new-regression,high,"ProfileFailureBranches.Tests.ps1 covers CIM errors/Stop, blank path with unknown date and invalid SID, and file-valued profile sizing/Stop."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Get-StaleUserProfile.ps1,130,2,0,defensive-lab,high,Held identity-checked ancestry prevents ordinary substitution. ProfileOutput.Tests.ps1 verifies junction and queued-ancestor stability; native identity-race variants remain TC-007 labs.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Get-StaleUserProfile.ps1,138,1,0,new-regression,high,"ProfileFailureBranches.Tests.ps1 covers CIM errors/Stop, blank path with unknown date and invalid SID, and file-valued profile sizing/Stop."
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Get-StaleUserProfile.ps1,145,1,0,defensive-lab,high,Held identity-checked ancestry prevents ordinary substitution. ProfileOutput.Tests.ps1 verifies junction and queued-ancestor stability; native identity-race variants remain TC-007 labs.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Get-StaleUserProfile.ps1,167,1,0,defensive-lab,high,Held identity-checked ancestry prevents ordinary substitution. ProfileOutput.Tests.ps1 verifies junction and queued-ancestor stability; native identity-race variants remain TC-007 labs.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Get-StaleUserProfile.ps1,185,1,0,defensive-lab,high,Held identity-checked ancestry prevents ordinary substitution. ProfileOutput.Tests.ps1 verifies junction and queued-ancestor stability; native identity-race variants remain TC-007 labs.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Get-StaleUserProfile.ps1,213,1,0,defensive-lab,high,Held identity-checked ancestry prevents ordinary substitution. ProfileOutput.Tests.ps1 verifies junction and queued-ancestor stability; native identity-race variants remain TC-007 labs.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Get-StaleUserProfile.ps1,216,1,0,defensive-lab,high,Held identity-checked ancestry prevents ordinary substitution. ProfileOutput.Tests.ps1 verifies junction and queued-ancestor stability; native identity-race variants remain TC-007 labs.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Get-StaleUserProfile.ps1,229,1,0,platform-lab,medium,Read-only child inspection fallback when DELETE access is denied; complete ACL/token combinations remain TC-007 disposable sizing acceptance.
3cb0293487c6f08e7fdea6bff30e29cf1169d766,src/TheCleaners/Public/Get-StaleUserProfile.ps1,256,1,0,defensive-lab,high,Held identity-checked ancestry prevents ordinary substitution. ProfileOutput.Tests.ps1 verifies junction and queued-ancestor stability; native identity-race variants remain TC-007 labs.
